"Type","ID","Original Name","Localized Name","English Translated Name","First Name (Original)","Last Name (Original)","First Name (Localized)","Last Name (Localized)","Gender","Localization Issues","Cultural Status","Localization Reason","Description","ROW_TYPE","VERIF_STATUS","ISSUE_COUNT","C0_CRITICAL_ISSUES","C1_CHARACTER_ISSUES","C2_CONTENT_ISSUES","C3_FORMAT_ISSUES","SUGGESTED_FIXES"
"Character","char_95","ethans großmutter","ethans großmutter","la grand-mère d'Ethan","Ethan's grandmother","Female","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großmutter' in Localized Name: 'ethans großmutter'.","[capitalisation] Localized name 'ethans großmutter' starts with lowercase.","Replace with French equivalent."
"Character","char_97","tom lennon","tom","Thomas","Tom","Male","87, 89, 90, 91","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'tom' starts with lowercase.",""
"Character","char_97","tom lennon","tom lennon","Thomas Lemoine","Tom Lennon","Male","87, 91","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'tom lennon' starts with lowercase.",""
"Character","char_97","tom lennon","toms’","de Thomas","Tom's","Male","87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'toms’' starts with lowercase.",""
"Character","char_98","der richter","der richter","le juge","the judge","Male","87","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'der' in Localized Name: 'der richter'.","[capitalisation] Localized name 'der richter' starts with lowercase.","Replace with French equivalent."
"Character","char_98","der richter","euer ehren","Votre Honneur","Your Honor","Male","87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'euer ehren' starts with lowercase.",""
"Character","char_98","der richter","der vorsitzende richter","le président du tribunal","the presiding judge","Male","87","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'der' in Localized Name: 'der vorsitzende richter'.","[capitalisation] Localized name 'der vorsitzende richter' starts with lowercase.","Replace with French equivalent."
"Character","char_99","emilys großvater","ihr großvater","son grand-père","her grandfather","Male","90","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großvater' in Localized Name: 'ihr großvater'.","[capitalisation] Localized name 'ihr großvater' starts with lowercase.","Replace with French equivalent."
"Character","char_99","emilys großvater","emilys großvater","le grand-père d'Émilie","Emily's grandfather","Male","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großvater' in Localized Name: 'emilys großvater'.","[capitalisation] Localized name 'emilys großvater' starts with lowercase.","Replace with French equivalent."
"Entity","entity_1","kaiser-villa","villa ihrer eltern","la villa de ses parents","their parents' villa","","2, 4","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'villa ihrer eltern' starts with lowercase.",""
"Entity","entity_1","kaiser-villa","villa der kaisers","la villa des Lempereur","the Kaisers' villa","","2","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'der' in Localized Name: 'villa der kaisers'.","[capitalisation] Localized name 'villa der kaisers' starts with lowercase.","Replace with French equivalent."
"Entity","entity_1","kaiser-villa","elternhaus","la maison familiale","family home","","3","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'elternhaus' starts with lowercase.",""
"Entity","entity_1","kaiser-villa","haus","la villa","house","","2","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'haus' starts with lowercase.",""
"Entity","entity_1","kaiser-villa","kaiser villa","Villa Lempereur","Kaiser Villa","","3","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'kaiser villa'.","[capitalisation] Localized name 'kaiser villa' starts with lowercase.","Replace with French equivalent."
"Entity","entity_1","kaiser-villa","kaiser-villa","Villa Lempereur","Kaiser Villa","","5, 6","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'kaiser-villa'.","[capitalisation] Localized name 'kaiser-villa' starts with lowercase.","Replace with French equivalent."
"Entity","entity_2","paris","paris","Paris","Paris","","2, 3","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'paris' starts with lowercase.",""
"Entity","entity_3","kalifornische high society","kalifornische high society","la haute société parisienne","Californian high society","","2","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'kalifornische high society' starts with lowercase.",""
"Entity","entity_4","kaiser corporation","kaiser konzern","Le Groupe Lempereur","Kaiser Corporation","","3","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'kaiser konzern'.","[capitalisation] Localized name 'kaiser konzern' starts with lowercase.","Replace with French equivalent."
"Entity","entity_4","kaiser corporation","kaiser corporation","Le Groupe Lempereur","Kaiser Corporation","","4","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'kaiser corporation'.","[capitalisation] Localized name 'kaiser corporation' starts with lowercase.","Replace with French equivalent."
"Entity","entity_4","kaiser corporation","firmenanteile","parts de l'entreprise","company shares","","4","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'firmenanteile' starts with lowercase.",""
"Entity","entity_5","europa","europa","Europe","Europe","","3","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'europa' starts with lowercase.",""
"Entity","entity_6","kalifornien","kalifornien","Île-de-France","California","","3, 5","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'kalifornien' starts with lowercase.",""
"Entity","entity_7","miller konzern","familienunternehmen","l'entreprise familiale","family business","","3","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'familienunternehmen' starts with lowercase.",""
"Entity","entity_7","miller konzern","die firma","l'entreprise","the company","","4","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'die' in Localized Name: 'die firma'.","[capitalisation] Localized name 'die firma' starts with lowercase.","Replace with French equivalent."
"Entity","entity_7","miller konzern","miller-familienunternehmen","l'entreprise familiale Meunier","Miller family business","","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'miller-familienunternehmen' starts with lowercase.",""
"Entity","entity_7","miller konzern","miller konzern","Le Groupe Meunier","Miller Corporation","","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'konzern' in Localized Name: 'miller konzern'.","[capitalisation] Localized name 'miller konzern' starts with lowercase.","Replace with French equivalent."
"Entity","entity_8","kaiser-familie","diese familie","cette famille","this family","","2, 5","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'diese familie' starts with lowercase.",""
"Entity","entity_8","kaiser-familie","kaiser-familie","la famille Lempereur","Kaiser family","","4, 5, 6","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'kaiser-familie'.","[capitalisation] Localized name 'kaiser-familie' starts with lowercase.","Replace with French equivalent."
"Entity","entity_8","kaiser-familie","die kaisers","les Lempereur","the Kaisers","","3, 4, 5","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'die' in Localized Name: 'die kaisers'.","[capitalisation] Localized name 'die kaisers' starts with lowercase.","Replace with French equivalent."
"Entity","entity_9","miller-familie","familie miller","la famille Meunier","the Miller family","","3","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'familie miller' starts with lowercase.",""
"Entity","entity_9","miller-familie","die millers","les Meunier","the Millers","","3","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'die' in Localized Name: 'die millers'.","[capitalisation] Localized name 'die millers' starts with lowercase.","Replace with French equivalent."
"Entity","entity_9","miller-familie","miller-familie","la famille Meunier","Miller Family","","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'miller-familie' starts with lowercase.",""
"Entity","entity_10","storm-familie","die storms","les Orage","the Storms","","3, 4","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'die' in Localized Name: 'die storms'.","[capitalisation] Localized name 'die storms' starts with lowercase.","Replace with French equivalent."
"Entity","entity_10","storm-familie","storm-familie","la famille Orage","Storm family","","4","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'storm-familie' starts with lowercase.",""
"Entity","entity_10","storm-familie","storm-familiennamen","le nom de famille Orage","Storm family name","","5","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'storm-familiennamen' starts with lowercase.",""
"Entity","entity_10","storm-familie","kerl aus der storm-familie","le type de la famille Orage","guy from the Storm family","","5","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'der' in Localized Name: 'kerl aus der storm-familie'.","[capitalisation] Localized name 'kerl aus der storm-familie' starts with lowercase.","Replace with French equivalent."
"Entity","entity_11","standesamt","standesamt","la mairie","civil registry office","","4, 5, 6","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'standesamt' starts with lowercase.",""
"Entity","entity_12","kaiser-familienvermögen","kaiser-familienvermögen","la fortune de la famille Lempereur","Kaiser family fortune","","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'kaiser-familienvermögen'.","[capitalisation] Localized name 'kaiser-familienvermögen' starts with lowercase.","Replace with French equivalent."
"Entity","entity_13","bentley mulsanne","bentley mulsanne","Bentley Mulsanne","bentley mulsanne","","5","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'bentley mulsanne' starts with lowercase.",""
"Entity","entity_14","fuhrpark der williams-familie","fuhrpark der williams-familie","la flotte de véhicules de la famille Moreau","the Williams family's fleet","","5","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'der' in Localized Name: 'fuhrpark der williams-familie'.","[capitalisation] Localized name 'fuhrpark der williams-familie' starts with lowercase.","Replace with French equivalent."
"Entity","entity_15","malediven","malediven","Les Maldives","Maldives","","5","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'malediven' starts with lowercase.",""
"Entity","entity_16","opal harbor","opal harbor","Neuilly-sur-Seine","opal harbor","","5","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'opal harbor' starts with lowercase.",""
"Entity","entity_17","ethans villa in opal harbor","ethans villa","la villa d'Ethan","Ethan's Villa","","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'ethans villa' starts with lowercase.",""
"Entity","entity_17","ethans villa in opal harbor","ethans villa in opal harbor","La villa d'Ethan à Neuilly-sur-Seine","Ethan's Villa in Opal Harbor","","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'ethans villa in opal harbor' starts with lowercase.",""
"Entity","entity_18","lenas apartment","lenas kleinem apartment","le petit appartement de Léna","Lena's small apartment","","4","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'lenas kleinem apartment' starts with lowercase.",""
"Entity","entity_18","lenas apartment","meine wohnung","mon appartement","my apartment","","4","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'meine wohnung' starts with lowercase.",""
"Entity","entity_18","lenas apartment","lenas apartment","l'appartement de Léna","Lena's apartment","","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'lenas apartment' starts with lowercase.",""
"Entity","entity_19","geburtsurkunde","geburtsurkunde","l'acte de naissance","birth certificate","","4, 6","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'geburtsurkunde' starts with lowercase.",""
